x,y
38.38478874975005,2.595386490873219
-160.90933495374162,2.65272233651986
-242.4295030301138,2.6358610634180524
-201.05919514332578,2.537900440039732
-129.89188217015942,2.3850650025779307
-156.59989042955107,2.4164086583412763
-331.0538934208619,2.670309603333541
-403.7914317084002,2.793307077621271
-223.82692272246297,2.6353586802020685
-208.70067587655302,2.6387304895476515
-220.72758899820505,2.66995295578768
-238.2681946115768,2.6803440163935757
-242.45349577863584,2.6801198472321563
-275.1134469581133,2.794503935140254
-273.63396751968185,2.849295113764073
-314.3685138588148,2.9283250869400765
-324.873724385504,2.896598342945426
-345.8038767051551,2.9368971760487024
-335.50882938434813,2.9373795150446917
-335.0293549207153,2.9063788432582682
-622.1555628694599,3.0579802095804394
-646.1476586710814,3.052436348559778
-602.834201301956,2.9516390382696964
-603.150766521425,2.972989293985122
-586.3307999717836,2.980532184262308
-591.8673262222788,2.9872111938172
-609.3647530042874,2.998618158965225
-276.5293057583951,2.70516056134911
-234.24943504322965,2.596030093477862
-308.26584793776493,2.8406955179852567
-342.8832679580814,2.8887761119851563
-388.35976740849253,2.9336047419865485
-408.8942091878808,2.9623019207985606
-408.8445813490664,3.0140269318281887
-409.225794208483,3.0017730399086635
-465.9189136109524,2.962058136644
-405.25394292311694,2.6095915815660073
-373.7417864599364,2.564594673472828
-356.5849586790071,2.537527734859914
-386.1951808398601,2.5858160743880636
-424.5311442184386,2.62835042979837
-461.55803780124637,2.6829523012421745
-439.7776567550572,2.6267033989383353
-459.76172514535966,2.7298627841622807
-696.9369287500047,2.9638192851232343
-795.5923537902038,3.0153602130168684
-792.1218961687796,2.9734374277416964
-787.7849357658494,2.9312063589612487
-984.7714607759267,3.0610278221541782
-1233.217123074012,3.2679720950900353
-1608.3885532616703,3.4344177826651454
-1903.6315396738535,3.124711865831337
-2047.0493256469124,2.991871391717628
-2179.3399226953848,2.986033342127621
-2298.8421264603962,3.0028909081973425
-2516.7388305204686,3.0030364980688495
-2356.870208573038,2.850710158527429
-1989.6113764710708,2.6360702284679256
-1541.2517508077765,2.5243080786075245
-1543.5234671689059,2.6377394302514494
-1525.9327274251873,2.7159898945706975
-1495.6993973428787,2.720581784031429
-1200.631761272935,2.575587822911566
-1104.5459925927603,2.598763930135993
-1084.467635818439,2.6981978514078144
-1234.190182715378,2.4449386867672973
-1313.1257319507051,2.1610844073865976
-1334.201035010393,2.1092072386518956
-1256.866823778184,2.042696776666104
-1234.6854337868713,1.9865601523761254
-1189.4535031572386,1.9285755405556513
-1244.62293750482,1.9347920759681632
-1145.2472038533099,1.9325474421268813
-1435.8632725727266,2.220975262862154
-1710.3997930732007,2.38720120270756
-1851.6483392671876,2.4865498467782463
-1883.4886582261001,2.60165652713485
-1973.701676879793,2.7591128075985836
-1926.925628025892,2.773888857507872
-1992.5507869651537,2.9191544646076237
-1547.0193325614694,2.7653128452001754
-1230.364761692745,2.7845448319941144
-1133.3337598968749,2.8346219387535307
-1090.6341820711004,2.8194843604211313
-1067.4712469752897,2.8737455518522435
-1099.586921943403,2.9841697247591115
-1158.364603065225,3.1090484825054214
-1244.5401573307345,3.2226154950234176
-1304.2213736011824,3.3375893324438723
-1289.703973884359,3.348305808142514
-1339.1932051821152,3.1079111020975843
-1524.9813344806862,3.07189264839043
-1545.3147747899125,3.038052328374467
-1436.0122601662647,2.900771453712206
-1453.8306965756458,2.898664785562025
-1375.0719305666805,2.8167916477841417
-1420.59756701856,2.853065774053756
-1432.728553423036,2.924268512243992
-1398.044226042713,2.9871859001125363
-1298.5455397432684,2.889892580593009
-1333.2823650802466,2.8856627322989827
-1255.9406436868835,2.7851494595620507
-1294.5988438361217,2.7862311012730174
-1296.400311142169,2.774184785219391
-1190.1688805069218,2.7980418442031656
-1078.836861647433,2.6923069694408506
-1121.8410826106658,2.7411516198154544
-1052.3206439816208,2.694872227748874
-983.1746236604866,2.6456956041588886
-989.6857659256497,2.652496328613661
-1044.2420082899473,2.650132861776091
-1085.6056963727021,2.670620739419079
-1009.9808222038494,2.625800709922772
-1080.0362773479972,2.327421932288374
-1129.114851353603,2.2741262946039793
-1166.8063363364545,2.242125198826399
-1046.1195125059378,2.093129485040208
-878.7381402534913,1.968355135246908
-826.3372215312262,1.9148272521826233
-918.9108742669051,1.9412323248136378
-874.1244850301873,1.9737524539495568
-1177.9362868876294,2.1630336722799846
-1306.3599077667982,2.2380713969350947
-1441.7103333395319,2.327197177736109
-1809.2457374566454,2.539350334475097
-1876.1312816452896,2.545928176914324
-1894.6534647611884,2.55910097215734
-1834.0776114184805,2.5376703025737055
-1405.2660582401888,2.3437217223676634
-1307.7362416420344,2.303705998367941
-1216.4526298689132,2.2974172526138275
-1965.762616430095,2.207828052095008
-1974.2818736132535,2.2511688912933794
-1968.0513383701564,2.252109376952843
-2057.0316513995044,2.266741650049016
-2147.530502019256,2.275324288450914
-2087.8165082940677,2.243711775160877
-2141.6999137154994,2.2469445177746836
-1025.3217917215695,2.0437780132747387
-1063.15354480335,2.0550078906044305
-1045.2386630442224,2.069607006524724
-964.4532793726463,2.1013429372893873
-956.5337942879597,2.166537282491877
-952.4958126529996,2.199340314448475
-916.5089869166658,2.23386862778655
-867.138425196427,2.262679821311303
-1066.900328102757,2.4667193030448327
-1219.746378457323,2.533323971333949
-1518.0581783216462,2.6564064019996723
-1623.9557572918952,2.6544830606659255
-1647.2413621458575,2.6633205933625383
-1867.3100281878135,2.750801161803825
-1937.7948355652172,2.79958437588397
-1538.4943954144296,2.53727417961316
-1335.3075349910928,2.4272342951242964
-1128.2320193597934,2.407071348281665
-987.1963809710517,2.3311243674011246
-992.6899682636812,2.3790909838681014
-803.0767562244531,2.2295957297838123
-826.2396352819414,2.276767450406018
-882.7524586943397,2.327603269277495
-1010.5993135910521,2.4517746694686027
-1078.3125832047158,2.545234961432449
-1130.2143479671786,2.6400290923411056
-1267.1651213916516,2.8006792187783414
-1393.4076502584505,2.963806315032251
-1639.7496048407183,3.1539641517830614
-1744.33100965465,3.2915000700066184
-1724.6640679112224,3.276562968790271
-1702.2243285230988,3.2105375856939973
-1963.2261991529294,3.4593783264351408
-1832.498970121219,3.3660574898843403
-1634.6469282694075,3.272579108932329
-1335.6662618446423,3.1429846834557784
-1200.5619738709863,3.0519297457750745
-1080.6792554567135,2.9556034269242724
-1016.1451628447984,2.92068309264521
-864.7504645593403,2.7868608126172485
-848.7168957000973,2.8150204940380052
-826.0230309981335,2.759414263692899
-775.6174717581055,2.597510947296251
-806.8198806980954,2.6643679404937015
-561.8012849413449,2.2289102266528946
-543.5153723331911,2.2051472240779395
-442.47295413394136,2.055121610653501
-459.69393208377056,2.06579838212078
-456.79768263939303,2.080171563584811
-443.9477389500307,2.0945680619625846
-493.82964687559377,2.1877122732171643
-814.3989822912137,2.9776192554530327
-1205.0303208034452,3.5597386919187795
-2636.4969073403154,4.981455244669058
-2914.755133107514,5.281038168530046
-3074.8965379988613,5.527982758295799
-3434.4758261407724,5.710198252074325
-3566.26342719802,5.642461219283241
-3669.584917639885,5.613230635125627
-3444.4863668011963,5.415417525582099
-1987.9302162397717,4.320333065806544
