x,y
-2655.056589409806,8.124891472497458
-3532.9502229165937,8.80786377532725
-3899.786128010406,9.133054967549294
-3849.896834482162,9.189349490285608
-3274.3190720823814,8.561830260471973
-4262.711361866591,8.332051428784146
-4765.70644309686,8.106221498927905
-7687.330320981667,7.756968973503087
-7641.156100316291,7.654332637532665
-7925.151622292274,7.829651116049956
-8505.02705338956,7.710966734561924
-9017.81920483891,7.940446878633665
-8566.686248874455,7.652605553150975
-7693.622459023208,7.2774304054763785
-5251.361128917034,7.315089082619664
-4134.080720722072,6.631219589394292
-3875.7123836422356,5.9741584920853015
-4334.321405017086,4.763703342769606
-3848.649742632424,4.592889412873102
-3244.5834816918696,4.499849860705145
-3066.5302083664574,4.527614513740282
-2963.690253899749,4.515930565593576
-3165.480326947489,4.645585631495898
-3510.272392058076,4.682756813584137
-1910.3413061034944,7.48392888865983
-1614.8422186475686,7.790778857280189
-1536.2826039282413,7.883563421508532
-1555.354814873647,7.691015554444526
-1529.8993873864254,7.621137809089734
-1512.794398961065,7.66543377797843
-1293.0985212602352,7.486252806037447
-1049.0750953445392,7.022817026601713
-782.4602826702151,7.31625660565492
-788.821557317836,7.443460626474284
-643.4364560927946,7.498787136922658
-550.5603808318374,7.302222722226983
-427.90860857819104,6.965319358419707
-341.79619818678225,6.5860740076341555
-367.5512558588955,6.30239434334244
-333.35122070100334,6.15602438360998
-291.798718946274,6.004309981995548
-180.75701257809268,5.634846024640202
-125.34523077001568,5.51642450661282
-105.34758204740946,5.2855963359454305
-130.01041265722637,5.622971583833168
-239.08885127608391,6.053126684176853
-225.39911357776504,6.438746845833418
-191.60092130597357,6.640382390397079
-285.9831813265832,7.023571366822099
-417.1088554992,8.119176170565574
-683.1969842653498,8.93299479109656
-480.952058204569,9.921909960641024
-498.0278201762214,10.718240457120492
-608.1141672034153,10.596893185850945
-547.8769109412834,10.704636788988498
-490.1969438834651,10.370001986742494
-333.1918131409695,9.54454153910186
-219.66367999056592,8.493056092199968
-372.4120205884028,7.0072555401882015
-377.77187718695984,5.943480444970661
