x,y,t
-8488.073411072502,3.186660324890006,1
-15782.559410777874,3.5643549792518376,2
-19689.575018837804,3.8097854812328635,3
-22935.64995405085,4.063595866574701,4
-24367.13249878483,4.059291182054023,5
-20810.87565938068,3.7483652297462475,6
-18344.414368144153,3.636147672854821,7
-15912.894320933645,3.469414772150525,8
-10675.496459357288,3.2444343643656497,9
-8171.041658570361,3.135681308335776,10
-6064.528551723298,2.942482983579979,11
-3968.810943838515,2.6380837062932105,12
-3487.107005611625,2.601285883117922,13
-3128.2098963051335,2.5797188202036696,14
-2541.2613153785733,2.444870657315546,15
-2230.6614581085614,2.394218852343401,16
-2080.240549197208,2.385039874201532,17
-2216.042701512514,2.4515910711662103,18
-2199.560234751369,2.4879819801563645,19
-1680.4016201974987,2.327889456243184,20
-1541.5762482188206,2.307021718687875,21
-1357.9776269947422,2.3067545962889704,22
-1250.5966655505786,2.3068593190820295,23
-1157.4505682730874,2.3164593121318817,24
-821.4285398123974,2.210566585213903,25
-663.5019362061072,2.1451072006336585,26
-669.6129480872952,2.131457595366104,27
-706.3688688571386,1.998324327025612,28
-670.8961887003122,1.8577463091446507,29
-589.4091225796718,1.8068325606059843,30
-569.3602632414702,1.7885554080099968,31
-542.676539131594,1.780236263803058,32
-548.3414051141634,1.800591329670481,33
-448.90446447872733,1.7861551315593924,34
-301.77121175770446,1.799216485779898,35
-192.38170732555184,1.8059797341447512,36
-220.96195798776014,1.9051192275157407,37
-224.9396329133548,2.001736223273137,38
-220.18543193963887,2.0607157688665083,39
-178.30315132659328,2.0177040376923556,40
-235.19695891947404,2.2280353697014252,41
-297.4643796299723,2.388105620478871,42
-323.5552378437212,2.451881477302127,43
-379.62470593513615,2.516176249203689,44
-354.2657543858396,2.2918429309833686,45
-382.45145730830785,2.3290745657947047,46
-417.19244398540377,2.3733110290904627,47
-384.339565726633,2.275539069219682,48
-364.5508373370133,2.2605817356568116,49
-363.7016810177585,2.274392731232663,50
-317.1604369646517,2.238632660107261,51
-362.8623744111571,2.4823489839385853,52
-365.38402004737515,2.467288775191457,53
-356.41109610464065,2.440223965110364,54
-397.89269800316475,2.4606734062184685,55
-384.8388095417965,2.428544580918654,56
-392.4972033279274,2.4410384681934874,57
-335.0444500969802,2.2589746525323062,58
-339.253849671922,2.3383799041268536,59
-328.6946090799207,2.38744536617954,60
-314.5799868887333,2.397118457045358,61
-243.61263275875652,2.3063117306752354,62
-228.84459553262755,2.209084627137732,63
-187.64337167019045,2.10677817094609,64
-171.94479452426805,2.0598094432209373,65
-148.7587722110962,2.001780614658641,66
-150.4434251057216,2.0670688367314383,67
-146.32289765169205,1.6676024717059303,68
-145.23534957309315,1.6558366359648975,69
-130.56581633170802,1.624639619000081,70
-115.61427652454748,1.586568046747278,71
-132.05127961089934,1.5349660915408174,72
-122.32353434149499,1.493335444934122,73
-104.37747720887371,1.4068709489453413,74
-94.41092147630162,1.5172494791712892,75
-96.38949359389414,1.5344004765300074,76
-100.04492395079674,1.5411025268495322,77
-113.92580898966649,1.5753318325543095,78
-80.6580606930886,1.6202984511874483,79
-73.20574058597276,1.5932541478163897,80
-73.50691080130909,1.6098102736901236,81
-77.65022454805296,1.6772570020759636,82
-83.61603805120347,1.7570777260936405,83
-87.91373496945418,1.7935847506932676,84
-65.74743519045059,1.6491508480703418,85
-59.248221204336375,1.6866245520992325,86
-52.401322821957095,1.6608236024530587,87
-46.81154692503062,1.6587878197748138,88
-48.571011853795035,1.6099426635776273,89
-38.84901494363911,1.5509752747605527,90
