x,y,t
-3696.542527502034,11.985378402375368,1
-3567.6691547777095,11.720492113546845,2
-3442.323341222641,11.791506865404203,3
-2369.579620138725,9.758335033724867,4
-1354.3021127376558,8.04540129320356,5
-792.0971280695036,7.100528214326994,6
-488.39814280032374,6.167270810212953,7
-344.5842698045173,5.707663631903864,8
-135.98910843797623,4.805956828420599,9
-159.47504920856952,5.229697021395017,10
-203.70660029712576,5.648523681921303,11
-180.9034662285903,5.712530766508342,12
-240.4366054320506,6.368377040948379,13
-212.5881944731429,6.071516282383316,14
-225.34337024926225,6.1804393119828,15
-177.26270452285178,5.9532008063091295,16
-184.3714683934755,6.230265031151214,17
-238.26777523723806,6.717036037488749,18
-251.53393145583698,6.737715007601109,19
-250.5374054800181,6.86377223241417,20
-246.17763824719924,7.222907605218939,21
-196.74938319613443,6.934174080574685,22
-165.08377897900652,6.565370256786529,23
-204.79637967762793,7.362367652453398,24
-208.98969835991724,6.924245524397738,25
-125.17240375290159,6.1240745054939785,26
-172.9374276947375,7.221498470645535,27
-146.1279896933041,7.434192090012589,28
-143.443408828832,7.612244363761194,29
-112.9265790969978,6.838500787455287,30
-100.88630436919524,6.288286764311107,31
-123.24486806965467,6.8151548769015085,32
-118.03582362674213,6.413516053621777,33
-124.31573275603601,6.206469390580534,34
-125.08871208654813,5.855044612445854,35
-78.96072038090217,5.104137339772689,36
-110.4688624141409,5.439830410943979,37
-90.46079832173588,5.078218588399732,38
-114.2310351660679,5.4810215138231,39
-106.83511246833562,5.286716891031214,40
-91.22433257582303,5.1559729669537155,41
-89.7432910804889,5.204594056318391,42
-84.49776118692996,5.098366597000435,43
-78.51356572622458,5.152856318798381,44
-75.54279164546695,5.235938005902332,45
-81.80845616680867,5.343374735806264,46
-95.01192334923607,6.267376511146255,47
-122.17246051856773,6.204957369875421,48
-128.74838606214965,6.035826181342467,49
-169.26323528321953,6.937145998762408,50
-128.1700338370988,6.374350881078149,51
-141.92396795074038,6.292056252355249,52
-152.2920753351014,6.382989547070427,53
-165.14281700296618,6.366988041055445,54
-175.7681797473576,6.657564903969048,55
-190.63147560949753,6.885028898367146,56
-184.7500722606571,6.7440450123376205,57
-253.7616176946287,7.951479528774171,58
-181.26907082703602,7.00543597213925,59
-176.0690353695643,6.692173866538485,60
-136.78802432750697,5.408355275177897,61
-127.7237763283099,5.45868508641752,62
-92.93102981899285,4.782725537041688,63
-47.7705121369355,4.611339437350079,64
-65.65080981680035,5.163425136561573,65
-89.81204758087878,5.570049573887346,66
-94.72872944119963,5.875737332003114,67
-79.12357372335981,6.253594175888014,68
-50.54255010829965,6.1578859544983935,69
-38.360729345450395,6.362667350289291,70
-27.488494241650454,6.302939092415738,71
-40.1593507384179,6.654975023522153,72
