x,y,t
-1281.2194327257355,3.282954250293904,1
-2216.964004582897,3.8930669425791837,2
-2796.675696028267,4.354155837379293,3
-3111.1406671599602,4.513239817377554,4
-3357.760930162543,4.665188207281996,5
-3409.997999952914,4.692387965607735,6
-3072.0748536020365,4.504408330313546,7
-1928.768872063323,4.015931809786765,8
-1092.6196480229646,3.6262351122938994,9
-749.1735652447156,3.3726800630459444,10
-610.7334482034998,3.284648114568792,11
-495.5963396010903,2.920722068792475,12
-444.576947475008,2.8313085049323865,13
-368.59536685900974,2.6794741197518785,14
-309.3915192915623,2.580068581301189,15
-285.15562957869525,2.5100244059625285,16
-261.2852340047462,2.384103084936455,17
-420.32428053599716,2.487189981395303,18
-522.4285430446112,2.6276485866787938,19
-697.6383577449787,2.8032092787114595,20
-856.4730935274828,2.988576492163507,21
-954.7378541537657,3.083698992902931,22
-999.7016108854076,3.1453701236932567,23
-1062.3320823030206,3.213710836951739,24
-944.1252517361966,3.13683447928214,25
-869.0038522924348,3.1497024320721403,26
-694.2627191587297,3.0532097799313367,27
-592.615653754644,2.9640367311895917,28
-532.7822222489872,2.9139421409808786,29
-523.6930245064793,2.920754927420948,30
-480.8961221916705,2.86675589711224,31
-379.6374323717261,2.713661898716949,32
-331.3007800671165,2.705049483261476,33
-325.2354312992056,2.7619968391440897,34
-318.5561682842114,2.775684604575737,35
-255.92313559347753,2.657541677962115,36
-250.60515112074881,2.6796631174630794,37
-236.77728372139708,2.705951350799778,38
-248.37215829557175,2.768623668548116,39
-249.85678653267698,2.7499953447309866,40
-229.65509246599473,2.6839833975788303,41
-215.1847174074593,2.6742110340947134,42
-241.70667139718674,2.752734556313276,43
-227.6696632187928,2.689924482416642,44
-215.09905594707993,2.641107114976235,45
-222.97797095222467,2.798768465754434,46
-207.5950966682599,2.7856811937455634,47
-215.85196922421156,2.7248885208160316,48
-213.72290310327315,2.6707173114050553,49
-216.0398508452743,2.550807628414034,50
-232.28329459874274,2.5946219802472754,51
-253.30839100614872,2.666681474272193,52
-208.01054688771492,2.464986236508956,53
-213.53068529177605,2.4938851025468107,54
-169.62132132446177,2.352066368963128,55
-170.84686079015293,2.250655669393853,56
-139.7169782724664,2.2147854487481884,57
-117.543239245832,2.1606280249523553,58
-104.5888134140682,2.091756709947478,59
-97.92497996913347,2.1799045739859597,60
-96.41679644252142,2.1614628745082625,61
-109.91732857263193,2.227685941082175,62
-129.4347087044472,2.3714412402398226,63
-133.09843322449257,2.3746818002067016,64
-117.92640176930091,2.2732187163147555,65
-113.25368323888287,2.2998147184757327,66
-109.14352351235466,2.211748762670947,67
-97.84770049874328,2.1310631174809482,68
-105.02358557877422,2.183164388197316,69
-136.2605161532694,2.0543503249481203,70
-120.35942334882233,1.9974410056172456,71
-107.22575514118974,1.9318529533945359,72
-132.71765594445478,1.983967681935778,73
-169.6549064846504,2.0715491264859827,74
-206.7694864395265,2.1858960145959987,75
-184.66030110819352,2.184148114868383,76
-194.23545861892865,2.215503153926544,77
-179.1417392557401,2.276799673198519,78
-168.1428455276746,2.3066804882450698,79
-147.81622371855167,2.2237686277615416,80
-94.35008473732604,2.021089945828544,81
-75.19998426446362,1.8891914281202766,82
-74.73085022349464,1.8510818389068822,83
-72.72484689409325,1.834293956195004,84
-70.39984480409437,1.840268586202083,85
