x,y,t
-4745.176433551768,3.8473323236098143,1
-4645.559981590666,3.807239262464761,2
-4585.118668086211,3.797659869423854,3
-4381.234372143597,3.7263693770237176,4
-3175.9511449379333,3.444366621116019,5
-1965.4461316731972,3.0907960727440202,6
-1455.2736501411264,2.8406078502469034,7
-1002.0518223882743,2.5039471623222886,8
-769.8067629867452,2.3203337612991968,9
-577.7882049827807,2.2132634323665807,10
-523.381631715985,2.213711568248987,11
-409.70937422411146,2.1017773089376983,12
-323.51836099665576,1.978147240079736,13
-298.7059782769272,1.923419915761685,14
-302.709826357459,1.9420571290903688,15
-310.14101987300404,1.9086613289761427,16
-295.0723886313818,1.8937096587945865,17
-260.3716084271509,1.8132049810107587,18
-252.87489407052283,1.8294331524793923,19
-237.82473728088792,1.8528562494030953,20
-230.35092497687103,1.8958946312358012,21
-203.9393009825732,1.861878388764856,22
-205.01322879103301,1.9061761986147951,23
-275.71885871320706,2.0374616363613884,24
-525.678926823937,2.3151067685978077,25
-697.5966979488308,2.4738625968177876,26
-1007.0255397782647,2.654141380665109,27
-1120.5026981663698,2.7390000720980794,28
-1243.4678912150619,2.7553327796869467,29
-1375.780914459009,2.8690371130409296,30
-1434.968216892491,2.9332316094264343,31
-1175.8056734343822,2.713133259016287,32
-1055.3536381713957,2.5686322964693806,33
-767.9450684085494,2.3137853506307327,34
-715.1491049302273,2.2492727036923568,35
-667.9501191222317,2.231013760914861,36
-619.5226185634071,2.200261265922455,37
-537.8811573788172,2.162437759972297,38
-442.01242984518984,2.0812508392571805,39
-378.6220683628412,2.0139747566927877,40
-315.70082315027554,1.934786335520922,41
-258.25960981370787,1.8678815455979099,42
-220.16949499392487,1.8143478986701298,43
-193.73040211497363,1.7191785287990864,44
-193.2532260018364,1.649174365381295,45
-191.7817028973593,1.620660203537349,46
-179.86937706614637,1.5763221380006964,47
-180.23909224229695,1.5768603638870988,48
-184.43998866090888,1.59117583900756,49
-216.6477700245106,1.6104377823509846,50
-203.52541551034082,1.5763888147750487,51
-142.9219397915,1.5051896676347232,52
-145.99171981420668,1.5415243897737239,53
-146.89989882142484,1.5142606219619719,54
-201.19597144298675,1.6148360865933369,55
-224.34887144443377,1.635612771715538,56
-224.76713062513835,1.6537534889372747,57
-208.73051555995872,1.697972755670324,58
-210.31896258232447,1.6928518360019267,59
-194.68951508801882,1.6743930579137258,60
-180.84057396809627,1.6818247542635598,61
-118.61111570864091,1.52770436208441,62
-115.34289316968325,1.5484928708440102,63
-126.01464493115925,1.5926231959865065,64
-127.97578723926668,1.6385449917391608,65
-118.03978954452795,1.7241136757821245,66
-136.63342269991847,1.7642177903581095,67
-160.8112579596479,1.8750282282280153,68
-185.80235790271547,1.9207521497303246,69
-200.87114656484502,1.9592756757865348,70
-182.90711189658185,1.9537914343446996,71
-180.64241408238357,1.9199152382271465,72
-174.996502056506,1.9443404007667489,73
-162.4833564776023,1.982796086029683,74
-153.90105378921882,2.0449705113098418,75
-133.55699266644754,2.021300688673776,76
-110.07507237754322,1.9888972039451174,77
-94.94952657725588,1.9084153818575427,78
-86.4840658102011,1.8710806524063548,79
-88.55580982955156,1.7712640516370177,80
-86.42798612412625,1.7016774533992924,81
-67.64981977510197,1.5691179526392993,82
-68.36198758433015,1.5706037215056927,83
-74.16112268506882,1.6268340393249432,84
-81.34899099693949,1.7062583184779239,85
-79.09829669157854,1.6944540598803435,86
-73.20728754759125,1.6802455186027958,87
-82.46814246249473,1.6350235412651848,88
-90.5424550562046,1.6562733421660445,89
-83.01332443422295,1.6304911534992597,90
-80.7481500770928,1.55664448991421,91
-74.34645577597199,1.5135510360914737,92
-80.36615343710983,1.5694247822097156,93
-88.65078255914511,1.59991815611627,94
-67.00238863155485,1.6099444518280057,95
-62.16147070983709,1.5615351962220383,96
-54.17861112196249,1.485673581251976,97
-52.85496200069636,1.4735294660759202,98
-48.48590685562025,1.4897182015642403,99
-48.007324531007626,1.4232314725964184,100
-45.48103151706463,1.3907949848460863,101
-48.00855647895759,1.4018320376359439,102
-50.59224436540594,1.4440261581619414,103
-57.61208682071973,1.4642752693392578,104
-62.94468964280681,1.4819680693493018,105
-68.16138200936395,1.5215770598098155,106
-73.49795608581809,1.5375245444165555,107
-67.591547549133,1.4991988091912285,108
-63.64330952710109,1.4984833085523108,109
-68.94663725115498,1.4924458249437107,110
-58.91127358391162,1.4411614274403166,111
-54.86635372453587,1.4164818184889403,112
-51.68302292443438,1.3900254625095758,113
-39.727874360675,1.3142500689794883,114
-39.71158984632515,1.348358821068266,115
-41.50399753254605,1.3954615646558142,116
-37.09771902569108,1.4485745823996856,117
-36.968443847313324,1.5323168275744181,118
-23.390156807238462,1.473151751960685,119
-24.729774445873026,1.4984106399230397,120
-19.95380229175113,1.5034504215232891,121
-20.231043990069747,1.5251573686530462,122
-14.214009969214688,1.3443445488252055,123
-14.714119990115952,1.2543165734602484,124
-12.143904102069586,1.2297871659176751,125
-25.35928569923226,1.3304160385976438,126
-32.3825724836714,1.4464714760646693,127
-41.178088074513916,1.4823839154017493,128
-44.913918834205624,1.4518324302594785,129
-57.99012159559004,1.5290256162958327,130
-59.377194217792585,1.593002615396795,131
-62.4987207928804,1.6090068436701594,132
-56.822712931072566,1.6170188149456588,133
-39.27432113834932,1.4706170550751327,134
-39.9379574630168,1.4907263009079919,135
-43.61212421952469,1.5176538277759914,136
-36.63418501945099,1.5242167569083647,137
-35.38931006276172,1.587852032853733,138
-24.269790658924954,1.5051773993460993,139
-16.19278845793639,1.3854281221481688,140
-16.583826614113235,1.3712711684988088,141
-17.340140082263172,1.4095688895020635,142
-17.089232581699097,1.4746983646903271,143
-17.208179029337142,1.4546629948702465,144
-19.83340486177385,1.4460328270429805,145
-25.115796297913516,1.4040912658496436,146
-27.947597383592978,1.4590312627420754,147
-32.52370870243838,1.501176460702961,148
-30.709718312346382,1.4799152452130793,149
-30.296597857991316,1.5052675784711949,150
-32.61683061049927,1.4942610322027958,151
-39.47783636293758,1.5426775888776356,152
-50.21367893996095,1.6404200041117416,153
-68.85062451490168,1.6928321355628528,154
-99.86514868812444,1.808322948755704,155
-106.58684732777495,1.8360050571412931,156
-108.85768841470538,1.8433630744207137,157
-110.7493099568283,1.8956795525470687,158
-106.84975246423875,1.9019275658316377,159
-124.88398851602909,1.9010606682543552,160
-120.08523596249282,1.8842542073112156,161
-103.12737821859288,1.971145630887484,162
-97.4934324312269,1.9498131262497505,163
-91.93302084697844,1.8655835893639643,164
-78.5793248975491,1.7826489045838316,165
-75.03646865964268,1.7316981072127384,166
-53.307690875140054,1.6061781640780852,167
-49.95299645845626,1.5968957342167471,168
-32.83204469523384,1.4845510424443935,169
-36.01244574427847,1.4970124171299897,170
-36.31465809535046,1.5257529449213438,171
-39.72474861765519,1.532928792407034,172
-43.523823436327255,1.5394732432554907,173
-39.846038320230434,1.575238233074582,174
-33.497726224633304,1.5852929115529393,175
-35.973288195944335,1.5896711238872963,176
-33.08231782468949,1.595068776908977,177
-31.40301966765309,1.516554989047391,178
-33.91899206203166,1.5535624312177203,179
