x,y,t
-15428.77170569074,3.6736334124451977,1
-18371.19427044299,3.849884013302589,2
-21710.724625316037,4.066449429701669,3
-24451.234100492227,4.278575727232981,4
-21013.650263728574,4.020368412381556,5
-13248.263886500237,3.8852295552206577,6
-11496.602435539562,3.887013796523746,7
-9298.50049766983,3.734002157959569,8
-7026.163228734276,3.5332360604596147,9
-4651.956807670924,3.2083579388446823,10
-2970.881069588231,2.855662752467167,11
-2309.6860031488136,2.691775208336799,12
-2133.3569053828683,2.7274655138703627,13
-1920.8417443951314,2.7392828694700744,14
-1729.2988814313417,2.7311482398380207,15
-1517.6644571913807,2.725629166441347,16
-1143.8184294280954,2.591076402111842,17
-1002.9519250835655,2.567822548562203,18
-772.9059923031712,2.4539625798795655,19
-564.5248186393852,2.216735554619607,20
-498.32549961418204,2.153031642806332,21
-458.03256163743936,2.1123851955270387,22
-436.52245881723155,2.122501171420989,23
-452.72049992879084,2.22932676339478,24
-527.7728142966506,2.378472360966135,25
-559.5905895356245,2.501350260090926,26
-532.003647791578,2.5630956360104666,27
-510.0352652864413,2.537977945350867,28
-559.0090730849365,2.620984747270911,29
-569.6486833476031,2.52732972445836,30
-528.7852374901948,2.4883948445116175,31
-420.4593816481382,2.340211233361633,32
-411.948374986451,2.347638607640857,33
-488.88685344784045,2.486270902642185,34
-704.474765450188,2.70023605803684,35
-938.1561436781515,2.9089444663885895,36
-1052.561646796897,3.132674319043895,37
-1170.093950036408,3.256230675832402,38
-1377.3519565820504,3.4142181024847575,39
-1278.7212315905952,2.9820211218116617,40
-1348.8227651527372,2.971288975259983,41
-1138.4254125265531,2.7787923116600224,42
-978.432948893966,2.5764833728764214,43
-931.8749980676266,2.5056516888863953,44
-878.557284493252,2.483292917796341,45
-734.9330615131173,2.2403910064277635,46
-785.9946599012416,2.4448845477982815,47
-614.5204879612048,2.244124236738075,48
-534.5060755496326,2.163684935236752,49
-425.1038739844794,2.040387293950809,50
-358.41221079477066,2.0163994081298426,51
-307.07829313744014,1.8983922065587737,52
-291.1085005003045,1.9248025252289258,53
-259.5897336918523,1.879017325735035,54
-284.02151228205537,1.9904474249087656,55
-265.0743827824531,2.0318508883351867,56
-260.60491393160333,2.004432187886789,57
-299.23990468393373,2.0734611689262534,58
-299.7095664155209,1.9752818029510721,59
-293.3190130342976,1.9655282740238151,60
-288.8703605549308,1.9605532579758416,61
-268.01311013604624,1.888055456077051,62
-248.26661641221278,1.8150335083184195,63
-228.59280495035298,1.76027820515147,64
-184.82280291850654,1.6433312747532216,65
-191.2781118721359,1.744128343017801,66
-186.74324680452932,1.76615214899042,67
-167.78645045683854,1.6885319483497498,68
-139.68160514705434,1.6707830057648736,69
-130.95360534512486,1.676419311182233,70
-131.8246658827751,1.6921565405770411,71
-135.73385580515975,1.6787981581211393,72
-126.11614971557776,1.6698446525331716,73
-123.3160967508432,1.6624874933351994,74
-121.98227607657276,1.704361452979369,75
-131.38936846119316,1.742981800866886,76
-121.62649065606199,1.7124534551141535,77
-110.26936311913133,1.6660434906632708,78
-96.495970577498,1.6004019196813484,79
-93.14360831702982,1.5464138996929073,80
-86.48815500262238,1.533832723886766,81
-85.32485606177825,1.5170679692457583,82
-71.49121908313562,1.42482809497448,83
-78.39003589844528,1.466302151013901,84
-129.41304257459797,1.6118934265295959,85
-130.39106406090795,1.616280548260713,86
-134.03764479545626,1.6440888355536967,87
-131.478177489375,1.6604019375873174,88
-135.39000341714546,1.6635693455800256,89
-164.81169014657087,1.7634857859457809,90
-167.02262901074258,1.7570820127693068,91
-118.20826778308769,1.6148348318173533,92
-121.72050463304309,1.6719948487476806,93
-109.83220376789286,1.6021719389682516,94
-121.48694497184887,1.6160146006756473,95
-143.22384384879908,1.5848648072304399,96
-115.90924842845692,1.5292681161957833,97
-118.1391360165762,1.5378165547151355,98
-200.47248571016357,1.8485783232442545,99
-308.25085826589236,2.19613314843451,100
-332.0491474041406,2.3160986076340233,101
-332.97157893596017,2.4003204637480873,102
-323.93008629734743,2.7048271689053727,103
-346.9297703692164,2.7746748246035753,104
-368.16254495038277,2.7957006422082054,105
-445.1142268929101,2.8335985499212595,106
-436.25459591166197,2.7325741856657775,107
-481.3894636791831,2.8327137367466393,108
-518.2524766364426,2.908556623358956,109
-505.79804738189233,2.8776123307468553,110
-484.29275302851414,2.8659954049714846,111
-497.9942456241281,2.9331949273914795,112
-431.2503736951904,2.808419848657517,113
-363.99768933314147,2.701575641413118,114
-389.9182650053436,2.726120461864046,115
-408.39290579465364,2.7138398493334948,116
-414.12313524523387,2.6790187303957613,117
-431.3552425992264,2.6640207814875168,118
-400.7036912870848,2.624101057356022,119
-286.8324563479732,2.3469085439834574,120
-251.05304559751704,2.226531220339565,121
-197.19665513686675,2.124719280345057,122
-172.31269939501388,2.0397164805885564,123
-172.13387396163373,2.0829954877515497,124
-141.8462751845762,1.9635085938849983,125
-180.72795063684563,2.12766306808739,126
-272.67264759591166,2.4480011846095366,127
-328.4682220413795,2.6372950876955743,128
-323.33902286402014,2.6654053820009183,129
-303.7544683498906,2.6676879634492683,130
-313.7562856668096,2.7453382200566185,131
-353.6609806905215,2.8703566112056125,132
-326.54210606104795,2.7202375671184478,133
-239.63797322363558,2.45517410599473,134
-186.95586165942305,2.2900101588114388,135
-165.86326419537642,2.158290466863179,136
-180.1404628936412,2.2280623532739274,137
-165.54714879018368,2.090637833904703,138
-145.13694888510142,1.9674126865771717,139
-138.70414361235163,1.958270247894945,140
-123.73178053366784,1.92743240567158,141
-122.05886056597345,1.7732222950217544,142
-136.18337424408307,1.8109063435315103,143
-119.22031658567614,1.7631637295422247,144
-121.18356255890478,1.8089059490509645,145
-117.81247628251877,1.765675992455006,146
-115.69018069741772,1.7572950312962614,147
-103.19602163169745,1.7064801513105539,148
-100.83894458897767,1.7357073205754718,149
-101.48451780192582,1.7630488830274613,150
-103.30506166324852,1.7092773195303463,151
-102.47790293889982,1.7444271621649692,152
-120.28446728284365,1.7884104245504568,153
-117.42377958212786,1.8206238285148004,154
-131.34663849265934,1.9126724478901138,155
-152.21767831965394,1.9638056919234073,156
-163.37503962241541,2.051603528608485,157
-156.68864093863672,2.0317448603125006,158
-146.73841864555777,1.9534581923989438,159
-145.8995007202247,2.008420676848495,160
