x,y
-13.353997975018096,1.738784770661809
-39.05050390195585,1.9060480185535218
-80.18653558635806,2.1263285272112378
-85.3400571315967,2.2478657812866163
-82.98921964909974,2.068292424127883
-129.2313420291935,2.287557679227934
-167.62919013011063,2.3655444553922593
-223.83401385090812,2.578321312001205
-133.6240407038228,2.014585386265062
-117.06641110862671,2.0116357466253247
-130.13443764360824,2.0110282869698133
-157.60783555483528,2.015446636651221
-144.04050380528298,2.0101534240229944
-147.20498493137669,2.0071368094154542
-150.90054295287203,2.0038879771282776
-183.89958250999192,2.017090552144096
-209.81699015874128,2.0212641776951106
-218.0276128896124,2.021472849139046
-203.45822183837188,2.0126002289998004
-202.48564944571874,2.014202650284335
-200.991462802654,2.009299551584455
-189.16777355852318,2.004472821737353
-187.66186979632656,2.005850658183747
-186.3757399449569,2.019808323001527
-215.63378753291468,2.062977055202558
-209.38107417555085,2.064996709667587
-185.00756230132149,2.0477324460578386
-187.11559267156488,2.0568063264243115
-187.10089815139347,2.0752108764460657
-188.72126163018933,2.0567294206897193
-186.2920487786434,2.023793849220473
-173.5620078536605,1.9519105154761878
-165.6043959507409,1.9196080156024091
-185.16569773489744,1.9492955011687916
-209.95274504062522,2.0566200521153304
-282.7384555574849,2.231641013527366
-373.9176584046111,2.4727271199831784
-422.7550148548142,2.633626779085039
-418.19050677408546,2.657488884885747
-444.57843959383433,2.7169559578694655
-492.0784219273424,2.8227636678956003
-486.46870613832266,2.6847030026728254
-470.8018810566208,2.6749200422494654
-400.28514290550766,2.5874151655035647
-412.9563019600913,2.633946189900203
-453.13614717491606,2.800994176198283
-481.0406328977183,2.8833752615969717
-443.57811734981163,2.832331773857509
-409.64902108232036,2.7926606785745602
-379.15953553169317,2.826120260790791
-414.43505229358743,2.861983145525925
-340.20654353633836,2.6372787789582475
-341.15457435152325,2.597161300445158
-305.11144075367787,2.515027314653839
-338.1088118874234,2.647724380862553
-384.49515071519806,2.8799188807182534
-422.8847370609603,2.9370630861377305
-374.5898152751055,2.6372487190177076
-453.6224149116246,2.807807017718229
-459.4083057226905,2.8645756653163352
-471.7173424963146,2.81816942990351
-550.094557252965,2.878001943516595
-654.8581183130221,3.0561594600178053
-576.81602207553,2.849294044966671
-722.4850274845785,3.3454000957964016
-661.8341670508249,3.198122217008132
-716.3389048897831,3.2635242570920378
-796.7400746438506,3.378630606765062
-696.0451942580503,3.151680100143518
-649.4518556427633,3.0680661892894445
-681.48033259902,3.0925894002259446
-848.4282193234827,3.3463319415380908
-928.6721539714168,3.463669726457232
-875.4122453988963,3.447645566496568
-782.3015935706421,3.2834792400835155
-788.1805788968743,3.3164839738578573
-748.6837103021984,3.1942404391179684
-685.8227058990057,3.0656038643919103
-480.57216535467876,2.7480723345008484
-502.9694378079259,2.7827492359046953
-470.253869395399,2.721455357620432
-462.58784905957776,2.729344359931926
-451.2639915152851,2.7143150992889495
-428.46881652691,2.7738999422383186
-432.13567242360745,2.796215561660129
-449.83710790835573,2.845326691340319
-479.3968636084679,2.917887761871842
-532.2667922847845,3.152339025576139
-563.5314011836413,3.303173782932729
-560.6492083151581,3.3196700113984847
-633.6027285626984,3.486357338247467
-655.8952569783256,3.5815682809649636
-636.3533623937967,3.539312867879348
-538.800330471357,3.4937100927987066
-466.98406959051755,3.2733740661826762
-494.77191362667986,3.37592038341404
-468.56911035720435,3.187435446190869
-436.8425557449387,3.0848250228324945
-411.6609706046323,3.0035047371926407
-355.0990136626719,2.87212531441385
-364.1442438030038,2.8302344391270258
-372.26177365362884,2.790798602727766
-324.94391371218734,2.6104776128759726
-304.4055709821232,2.5569344649399777
-283.2738236771402,2.56230147178654
-303.36660858781664,2.6086783923496766
-329.2360198284983,2.6536232817976706
-344.45531941784463,2.7267438730367783
-358.5101594089732,2.807075030407862
-388.0526973742941,2.8581756099562794
-479.2152134077169,3.0556929272847477
-526.5916484340821,3.0001000024149813
-500.7378240295534,2.819744587660078
-530.819067682071,2.778377661339597
-544.7099507848438,2.8069029164533776
-583.710862859591,2.842211274899175
-523.5900493302054,2.6901277663801615
-483.07985939436725,2.614065663760208
-482.57344866234155,2.742242019054443
-539.566816492721,2.97286320546746
-507.9840522498978,2.9775146407840665
-485.1881773803412,2.9879318321736856
-418.7388410380868,2.83888347085632
-721.5526907493195,3.63390716086159
-851.8010184848888,3.8515864070955503
-883.5114918404888,3.8744108442107286
-842.1764343176168,3.7437850378912265
-933.6280424429996,3.9862876337810085
-999.6924597360625,4.139992035688867
-1094.7078968613885,4.321916423671907
-933.0880552926789,3.7931794367227263
-693.7402570441161,3.372580609405167
-650.4354433848762,3.311839142087299
-638.4162822240041,3.256049158626372
-646.5029231398531,3.2754119383008597
-618.3218903717525,3.2623139696554566
-501.4145530303073,2.8673662268150104
-375.32017169546407,2.7355857320796537
-524.4326903603925,3.065084152961301
-763.835385904003,3.2034562752201956
-898.5553731098771,3.3182548261399867
-939.1007602555419,3.3343446652788056
-1035.265456006568,3.431771969630861
-1154.93929020002,3.5186804060402155
-1173.8741913849838,3.440268560751908
-1042.480566746926,3.235407032669273
-784.1487626624635,3.115737211127099
-716.9123704440776,3.128304888905723
-645.4671410577793,3.0079595753678747
-608.5293210387821,2.883470145153969
-607.7174941824806,2.933816664238956
-674.8330088200383,3.143320167964605
-775.6969954099923,3.346871154832123
-884.8560676936361,3.5665535659749326
