filename, start, end, duration, max_gap,networkSize
0xBTC_0xb6ed7644c69416d67b522e20bc294a9a9b405b31.csv,2018-02-07,2023-11-04,2096,3,48.404114723205566
ABT_0xb98d4c97425d9908e66e53a6fdf673acca0be986.csv,2018-02-23,2023-11-04,2080,3,29.85086441040039
AE_0x5ca9a71b1d01849c0a95490cc00559717fcf0d1d.csv,2017-09-02,2019-09-02,730,2,50.63756942749024
AION_0x4ceda7906a5ed2179785cd3a40a69ee8bc99c466.csv,2017-10-11,2019-05-28,594,3,25.4330530166626
AKITA_0x3301ee63fb29f863f2333bd4466acb46cd8323e6.csv,2021-01-31,2023-11-04,1007,1,73.01644802093506
ANT_0x960b236a07cf122663c4303350609a66a7b288c0.csv,2017-05-15,2023-11-04,2364,5,55.4730749130249
ARC_0xc82e3db60a52cf7529253b4ec688f631aad9e7c2.csv,2022-03-08,2023-11-04,606,1,11.955068588256836
AST_0x27054b13b1b798b345b591a4d22e6562d47ea75a.csv,2017-10-10,2023-11-04,2216,2,38.929619789123535
AXPR_0xc39e626a04c5971d770e319760d7926502975e47.csv,2018-07-22,2020-10-04,805,4,14.332476615905762
BADGER_0x3472a5a71965499acd81997a54bba8d852c6e53d.csv,2020-11-28,2023-11-04,1071,5,100.78308010101318
BEAUTY_0xa7d81c86f9934b56dd00fa826c319330d628d31f.csv,2018-04-26,2018-07-23,88,2,22.89837455749512
BEC_0xc5d105e63711398af9bbff092d4b6769c82f793d.csv,2018-02-11,2018-04-22,70,2,200.7186460494995
BLZ_0x5732046a883704404f284ce41ffadd5b007fd668.csv,2018-01-15,2023-11-04,2119,5,43.92349624633789
BNB_0xb8c77482e45f1f44de1745f52c74426c631bdd52.csv,2017-07-07,2023-11-04,2311,1,174.69935131072998
BRD_0x558ec3152e2eb2174905cd19aea4e34a23de9ad6.csv,2017-12-16,2023-11-04,2149,5,27.698354721069336
CEEK_0xb056c38f6b7dc4064367403e26424cd2c60655e1.csv,2018-06-01,2023-11-04,1982,4,23.426118850708008
CELR_0x4f9254c83eb525f9fcf346490bbb3ed28a81c667.csv,2019-03-19,2023-11-04,1691,1,39.68380928039551
CMT_0xf85feea2fdd81d51177f6b8f35f0e6734ce45f5f.csv,2017-12-05,2018-10-10,309,1,34.14400291442871
COTI_0xddb3422497e61e13543bea06989c0789117555c5.csv,2019-06-27,2023-11-04,1591,3,61.4345932006836
CRO_0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b.csv,2018-11-14,2023-11-04,1816,1,280.792555809021
CVC_0x41e5560054824ea6b0732e656e3ad64e20e94e45.csv,2017-07-12,2023-11-04,2306,1,145.77898025512695
DOUGH_0xad32a8e6220741182940c5abf610bde99e737b2d.csv,2020-09-28,2023-11-04,1132,5,11.10439109802246
DPR_0xf3ae5d769e153ef72b4e3591ac004e89f48107a1.csv,2021-03-31,2023-11-04,948,4,20.56659412384033
DRGN_0x419c4db4b9e25d6db2ad9691ccb832c8d9fda05e.csv,2017-12-01,2023-11-04,2164,1,56.7131462097168
EBK_0xbddab785b306bcd9fb056da189615cc8ece1d823.csv,2019-09-04,2020-01-26,144,3,65.9708833694458
ELF_0xbf2179859fc6d5bee9bf9158632dc51678a4100e.csv,2017-12-18,2023-11-04,2147,2,93.14090156555176
ENJ_0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c.csv,2017-10-02,2023-11-04,2224,1,403.6745100021362
ETHM_0xfd957f21bd95e723645c07c48a2d8acb8ffb3794.csv,2021-06-06,2023-11-04,881,2,11.143877983093262
EURS_0xdb25f211ab05b1c97d595516f45794528a807ad8.csv,2018-06-22,2023-11-04,1961,2,39.314175605773926
FNKOS_0xeb021dd3e42dc6fdb6cde54d0c4a09f82a6bca29.csv,2018-05-15,2018-07-25,71,1,18.943971633911133
FRM_0xe5caef4af8780e59df925470b050fb23c43ca68c.csv,2019-07-30,2023-11-04,1558,5,25.562769889831543
FUN_0x419d0d8bdd9af5e606ae2232ed285aff190e711b.csv,2017-07-07,2023-11-04,2311,5,137.66889572143555
FUSE_0x970b9bb2c0444f5e81e9d0efb84c8ccdcdcaf84d.csv,2019-09-03,2023-11-04,1523,6,10.577991485595703
GEEQ_0x6b9f031d718dded0d681c20cb754f97b3bb81b78.csv,2020-08-04,2023-11-04,1187,2,11.95973300933838
Gemini_dollar_0x056fd409e1d7a124bd7017459dfea2f387b6d5cd.csv,2018-09-09,2023-11-04,1882,1,91.17473888397215
GHST_0x3f382dbd960e3a9bbceae22651e88158d2791550.csv,2020-09-14,2023-11-04,1146,1,30.32844066619873
GNO_0x6810e776880c02933d47db1b9fc05908e5386b96.csv,2017-04-18,2023-11-04,2391,6,57.751708984375
HOT_0x6c6ee5e31d828de241282b9606c8e98ea48526e2.csv,2018-04-29,2023-11-04,2015,1,173.48963451385498
HT_0x6f259637dcd74c767781e37bc6133cd6a68aa161.csv,2018-01-31,2023-11-04,2103,1,112.13135528564452
ICN_0x888666ca69e0f178ded6d75b5726cee99a87d698.csv,2016-10-24,2019-12-31,1163,3,27.37373447418213
imBTC_0x3212b29e33587a00fb1c83346f5dbfa69a458923.csv,2019-10-25,2023-11-04,1471,4,19.64728164672852
INU_0xc76d53f988820fe70e01eccb0248b312c2f1c7ca.csv,2023-06-03,2023-11-04,154,1,11.56295108795166
IOST_0xfa1a856cfa3409cfa145fa4e20eb270df3eb21ab.csv,2018-01-11,2023-11-04,2123,4,50.62071228027344
IOTX_0x6fb3e0a217407efff7ca062d46c26e5d60a14d69.csv,2018-05-21,2023-11-04,1993,1,47.84047222137451
KEOS_0xd4ae0807740df6fbaa7a258907132a2ac8d52fbc.csv,2018-06-13,2018-10-01,110,2,17.396239280700684
KEY_0x4cc19356f2d37338b9802aa8e8fc58b0373296e7.csv,2018-01-11,2023-11-04,2123,2,23.52938842773437
KOK_0x9b9647431632af44be02ddd22477ed94d14aacaa.csv,2020-02-24,2023-11-04,1349,2,379.8792362213135
KRL_0x464ebe77c293e473b48cfe96ddcf88fcf7bfdac0.csv,2018-04-30,2023-11-04,2014,3,11.67445945739746
LEND_0x80fb784b7ed66730e8b1dbd9820afd29931aab03.csv,2017-11-30,2023-11-04,2165,6,143.14970684051514
LGCY_0xae697f994fc5ebc000f8e22ebffee04612f98a0d.csv,2020-07-30,2023-11-04,1192,2,12.595722198486328
LINU_0x78132543d8e20d2417d8a07d9ae199d458a0d581.csv,2022-05-15,2023-11-03,537,5,10.882275581359863
LTX_0xa393473d64d2f9f026b60b6df7859a689715d092.csv,2020-10-29,2023-11-04,1101,3,16.309221267700195
MCO_0xb63b606ac810a52cca15e44bb630fd42d8d1d83d.csv,2017-06-26,2023-11-03,2321,6,79.97713661193848
MDT_0x814e0908b12a99fecf5bc101bb5d0b8b5cdf7d26.csv,2017-12-29,2023-11-04,2136,4,27.93248462677002
MFT_0xdf2c7238198ad8b389666574f2d8bc411a4b7428.csv,2018-07-04,2023-11-04,1949,2,59.09998893737793
MIX_0x5d285f735998f36631f678ff41fb56a10a4d0429.csv,2019-04-27,2023-11-04,1652,5,13.091755867004396
MKT2_0x2a46f2ffd99e19a89476e2f62270e0a35bbf0756.csv,2019-03-12,2023-11-04,1698,4,32.1152229309082
MLN_0xec67005c4e498ec7f55e092bd1d35cbc47c91892.csv,2019-01-26,2023-11-04,1743,3,42.31868171691895
