x,y
-500.62280307047723,1.4364400947093716
-629.7801491792912,1.4957061748224525
-717.988845731581,1.5392364841178596
-802.1740970523804,1.5674643674460318
-832.3020698380559,1.6252044191767658
-787.0709946578302,1.6956386592571109
-673.0994065245976,1.846147206615026
-617.2812054996999,1.9395742878312894
-568.8499774534985,1.9397761787375312
-534.6174545214882,1.9214863215046118
-525.6249308755743,1.9439850768666271
-419.4425534771581,1.7635668668374769
-376.66666295115425,1.7344680950442473
-333.3124484432359,1.7100610001036554
-302.0572816433509,1.7085888112820349
-278.88403650277166,1.6978853731257089
-296.2514321249541,1.7423857353765837
-273.4058112863217,1.6788414869565014
-322.0667452149783,1.7013581146794627
-456.3262664084927,1.9018463513320432
-511.677662326776,1.940018676217509
-547.4777063160224,1.9660576494365338
-584.1863399909768,1.9721932239447766
-1218.3754281109716,2.119641064063299
-1898.76355040932,2.178807284269531
-2187.048654271138,2.202902388544143
-2364.861110154649,2.176738978737555
-2990.059081249906,2.303527037538222
-3170.966265409654,2.3138715065607505
-3450.6025246397753,2.339699880855297
-2819.503770862572,2.2198701607926643
-2417.5590836160845,2.206115308242792
-2250.528694188015,2.2035663517904314
-2196.794901399366,2.210697401948634
-1718.4562062324187,2.0792092914857236
-1617.5100914624643,2.080580917934603
-1450.5951786757853,2.0156700076866936
-1441.7002141007936,2.0442020948333735
-1323.8925932966165,1.9811982516973523
-1307.836113115722,1.9528061186618657
-1114.6917066088465,1.8553100610612168
-1012.7835474796682,1.7971093877575368
-970.6952698598932,1.7648751133319251
-970.2321206814504,1.762441769927608
-913.5510484167897,1.7178734627177206
-959.8847669149734,1.7204758410414824
-991.9061794996413,1.7290235819222073
-945.5304728486483,1.719252418040783
-1006.206752111066,1.7509029703993166
-996.9384899126399,1.7464954293901658
-972.5107329516743,1.722027512625566
-926.8441986888575,1.7109504931689021
-902.8156934233893,1.7049421579620088
-848.35212473818,1.6781414703642823
-1205.167574206545,1.8050047242500333
-1201.691715577394,1.8016363535639643
-1160.2897741908785,1.779143698913765
-1130.4943345403888,1.7907964964289258
-1107.8179068893785,1.7889806595181421
-1111.3528234797736,1.7766496894620258
-1108.497855035716,1.7470716804349515
-764.7809493334133,1.596539977655605
-753.7993675947761,1.571245787419303
-748.6575457930854,1.5540060057250025
-734.9466642720733,1.535871465202651
-670.4691990532559,1.5097859738094417
-586.6413873672907,1.4910729810974312
-548.1043833199682,1.483216205789046
-488.41769575744087,1.4685685355384759
-378.9212664106552,1.427648850958336
-331.37410960433476,1.4145896212404874
-319.4550454779289,1.424797714623383
-403.3474471186201,1.463239935795029
-387.05118853377195,1.4563073608138977
-402.8748417220527,1.457937636149055
-386.8292554131285,1.4500013519151933
-381.64581413219514,1.4285194811280355
-386.2805673934242,1.4267127553987489
-375.8614894355546,1.3952496666963625
-313.2879230870215,1.3300226701954967
-315.58108528645175,1.3268720004893269
-253.18597357876322,1.2999212201021715
-274.1389110399299,1.3110904314744523
-300.4742870918181,1.318684313467878
-326.98262214740004,1.322365887993854
-331.66106414640194,1.3249299652105868
-370.6205242637801,1.3468545030561818
-388.00083981973296,1.351465370745282
-400.2643996978667,1.3454790004777337
-366.2197796556623,1.3261012285354985
-368.71348292848194,1.3315386481719877
-367.72580667323746,1.3052056294892271
-386.3557684375096,1.3179785055837918
-382.80002709030214,1.3084157429772159
-426.96783977736885,1.345392281420314
-451.6120763428024,1.3561484659786185
-508.4801049352522,1.3854989781761426
-546.0188250902088,1.4047009980420853
-558.3844559169901,1.4234237837300068
-527.4923393606118,1.4267768027731966
-522.1032654459689,1.4327583550378464
-535.4067178559352,1.4289886423243643
-513.1297946621316,1.436803373258727
-675.1289984677971,1.5044424939634087
-672.1645468282001,1.492775795208493
-691.4405973708634,1.4994172332930802
-726.1277273179629,1.5041983688004381
-759.3861712095511,1.5227896461441934
-702.9816661686815,1.5029358718400465
-689.6707727558237,1.4901446133490728
-491.9059160825957,1.4137063095933384
-405.432494797776,1.385850721578803
-338.2006334595304,1.355320644473184
-366.5303774560665,1.379187970669051
-438.6719349733428,1.390988882595758
-463.73414325689015,1.3841745553057243
-523.6600442872966,1.382614056581652
